transaction_id,timestamp,block_number,sender,receiver,amount,gas_price,gas_used,transaction_fee,transaction_type,status,day_of_week,hour_of_day,nonce,sender_type,receiver_type
4920,2023-03-05T14:19:27Z,10000027,0xe4b31e5f90055b6f0b88785e588aa41873365ddd,0xd72e5042282858a602ceb892356a50df9f6d1986,50.72,98,36219,0.0035,contract creation,success,Sunday,14,621,EOA,EOA
4921,2023-11-29T08:35:27Z,10000423,0x780c90e0cd9261332189b81989bf71fc8f3dff24,0xdc9058b6972b14d60946f2a69fa48350c5794e35,2.87,142,66879,0.0095,token transfer,success,Wednesday,8,998,EOA,EOA
4922,2023-02-10T16:14:46Z,10000218,0x56a84b06b00ab3b42e2583a40e9bf53fe5b3445b,0x9adf54443b7b2b546cca160b4ebbc1e8c0523651,47.84,178,50227,0.0089,contract creation,success,Friday,16,791,EOA,EOA
4923,2023-05-24T07:56:40Z,10000123,0xb7d2a3dea6b39986452fd606f248e25ea9f19902,0x5149e0cbcdd2494426b61c468a007c0968cfd34c,35.65,57,64519,0.0037,transfer,success,Wednesday,7,317,EOA,EOA
4924,2023-03-03T17:13:46Z,10000158,0xaa39fd1a58cac0b11e3f8b2bbbae4943cf090e86,0x2e66ba925d6f7b48ca1d220ea2ffed9bfc296848,84.86,188,58019,0.0109,contract creation,success,Friday,17,778,EOA,EOA
4925,2023-04-10T09:49:28Z,10000428,0x7f89fd7bbec0565abc8bc30ca68b8753bfdbb871,0x2b2d250fdf2297d87f24c8ef346cf5af97ae6f49,44.55,198,93858,0.0186,transfer,success,Monday,9,710,EOA,EOA
4926,2023-12-01T15:07:00Z,10000119,0x9bc298e46d4ef319be983ebb4365f902566936db,0x54866f6b7cb18bf1fb6fbcab8d97aebd26201bb7,55.99,184,80479,0.0148,contract creation,success,Friday,15,951,EOA,EOA
4927,2023-03-29T10:56:33Z,10000231,0x94df2f6be4a48e4588d8018f589f1bddd2ca8394,0xa39206973f2bbc9837c8dc691f74c235f84ecca2,39.96,94,77470,0.0073,transfer,success,Wednesday,10,914,EOA,EOA
4928,2023-02-23T17:23:33Z,10000205,0xaa62607c5f6363ee396f915207067b17f5d130fa,0x605c5f06d43884133809875a31e1b0f234981dfc,20.24,139,86296,0.012,contract creation,success,Thursday,17,560,EOA,EOA
4929,2023-08-31T05:08:57Z,10000457,0xbe9025b89116d3ec3f8916b60714472254a9f2b6,0xfd7b317d2189d48f9204095a058f68a9c1df610d,39.9,141,47842,0.0067,contract creation,success,Thursday,5,609,EOA,EOA
4930,2023-05-26T19:20:55Z,10000106,0x4629b37da48e56698845e45d856d2e74c756fe24,0x44b6266cf9f378a382b68f29c10fa9e5f1c97e7f,39.2,97,78493,0.0076,transfer,success,Friday,19,930,EOA,EOA
4931,2023-07-20T00:07:55Z,10000323,0x5674415b78df17d64c7f4da57f3db4a02429b0b9,0x3ef83b258db3987381f10bc1963b0913135e097a,10,111,85702,0.0095,contract creation,success,Thursday,0,973,EOA,EOA
4932,2023-08-15T13:33:25Z,10000325,0xac7f5071f9c30145c15a0ec560bd9de7a011ae63,0xea50c880f10842926075e10acb5014134546065c,21.44,194,44983,0.0087,contract creation,success,Tuesday,13,571,EOA,EOA
4933,2023-05-13T03:07:26Z,10000488,0xe76f554d44f23f37f8659ea526f513c7c0ff5e2e,0x8e4377a4c43fd6b7167fd2a3f57fbffc36130359,6.21,24,65472,0.0016,token transfer,success,Saturday,3,665,EOA,Contract
4934,2023-06-03T20:04:16Z,10000464,0x9bf3a50d22ecb08a7bf04d801473d4e1f312682e,0x251f9fad9f7da6bd55ddd80505dd9b4a2cb0cf14,6.15,44,86481,0.0038,transfer,success,Saturday,20,181,EOA,EOA
4935,2023-12-06T10:54:35Z,10000195,0x8cca87f7ceb5e7560bdce36a4d10b49421ee8248,0xd8cefbdb1948aae07d884b73deaeacc22129f51a,63.42,84,27632,0.0023,transfer,success,Wednesday,10,87,EOA,EOA
4936,2023-06-22T11:00:14Z,10000300,0x8a8be1ba5dbd28e12dcbab85b32a151e791170a1,0xe07617850aacf50869cd9a04cfdb2b0123b3b7b3,40.67,93,72803,0.0068,contract creation,success,Thursday,11,11,EOA,EOA
4937,2023-04-09T16:09:48Z,10000339,0x6502e2dd7561f154a348384a4404630be9d7e358,0x5a7f4e4e58fdbd1418e80f10a825b2cc7e5ad2dc,45.45,154,99796,0.0154,contract creation,success,Sunday,16,537,EOA,EOA
4938,2023-07-09T17:36:04Z,10000480,0x2ffc99ba8b3b2f67ae5cb2e42db6087395a5bb71,0x1490afad1f8fc973fd692a3ab0922328600f0bf9,81.84,98,88063,0.0086,contract creation,success,Sunday,17,472,EOA,EOA
4939,2023-01-13T08:52:10Z,10000180,0x7a3054e082ce1a50eff366260ba55bf4fec53d73,0xd0a24fa5c3685e6505c87881ac60b62c7a8bbf5f,26.37,99,74993,0.0074,transfer,success,Friday,8,383,Contract,EOA
4940,2023-08-03T02:58:11Z,10000160,0x13c81f31009737f7b0dc0d054021104773eacadd,0xc90855593f6555a164e4ee3fd18a25c8351b5e47,67.7,133,62102,0.0083,token transfer,success,Thursday,2,837,EOA,EOA
4941,2023-08-21T22:55:45Z,10000137,0xcb0cf4241b64db5881a2a0f0f16e230ac59c06d1,0xbf2ffdedd07d20223ce588e49d13497a6e9356c7,48.33,113,47788,0.0054,transfer,success,Monday,22,786,EOA,EOA
4942,2023-12-04T00:28:03Z,10000234,0xbc13b220d1566c275abbcf053342614d0321b4f6,0x0a240a21cf6d7fe7c1443ee2d74d1c681a705983,71.44,193,81687,0.0158,token transfer,success,Monday,0,823,Contract,EOA
4943,2023-10-09T08:56:11Z,10000471,0xf41d98b349fa4c35a6b141c372090706bb5d7273,0xc606b89a1c3668e6e241cd2d01528af197f35aa5,36.28,159,79479,0.0126,contract creation,failure,Monday,8,5,EOA,EOA
4944,2023-03-14T06:53:20Z,10000485,0xb0b433d885c7c9d786b6a2c9c661982b69b07d8a,0xd0dd4a9567d2ad1d145e21daed55719830ad76d0,52.26,200,29376,0.0059,token transfer,success,Tuesday,6,121,EOA,EOA
4945,2023-10-06T17:35:15Z,10000147,0xf0e2cc74fdadd920dd5f54e5f5ae147ea537b850,0xc12a72d13e94e0ea260d780ad1f140181b163bb4,43,136,58292,0.0079,contract creation,success,Friday,17,387,EOA,EOA
4946,2023-03-08T18:33:44Z,10000045,0xe26984bf81cc98d687fdc529d1d758f6f875578f,0xa1ed6937d576ceb4f1a60a68354c33dfb13ed526,15.89,145,89415,0.013,contract creation,success,Wednesday,18,535,EOA,EOA
4947,2023-10-24T00:22:23Z,10000449,0xe587e658e140b1530f2967de917c8617f2ad54f0,0x5332b8c0f01127651d5cf5ecca0952097aeadb73,7.01,67,57256,0.0038,token transfer,success,Tuesday,0,275,EOA,EOA
4948,2023-04-29T07:18:30Z,10000087,0xc5c5d38148a7e7ec8e5b79d8ef1b1e3e27b46384,0x59f30a2a3db611f0921271e6229081e27f4d1113,9.79,124,40200,0.005,transfer,success,Saturday,7,61,EOA,EOA
4949,2023-02-02T10:42:57Z,10000314,0xfa2df0b6ec05281fa1c00348c562dc4874270197,0x62fed5401e3594a7479851dc2e9c88ccf4223abc,11.26,28,27086,0.0008,token transfer,success,Thursday,10,835,EOA,EOA
4950,2023-07-26T10:34:33Z,10000275,0x121a4f6d9295668a07ed5fb2a6ce2e6949859675,0x46035ef90ba89cad5ac76be2412788112e2353d5,76.97,134,85837,0.0115,token transfer,success,Wednesday,10,697,EOA,Contract
4951,2023-01-30T18:32:38Z,10000203,0xd646a0a99b06c3e85449b35ca98a96feb8bd06a2,0xf0af2e580b2d6e72632776f3be5dc2181f954353,61.9,174,29288,0.0051,transfer,success,Monday,18,295,EOA,EOA
4952,2023-05-21T12:07:17Z,10000261,0x4de863ba36234893cddfc51bbd1cbc4845b531fe,0xe3ffa6fc9ce608a10dcf4cf5fa4abdb5f7f4528e,22.25,114,63861,0.0073,contract creation,success,Sunday,12,696,EOA,EOA
4953,2023-01-31T23:49:36Z,10000081,0x59b7c6f62f4b853c58d29ec0424fc7db31fb502a,0x114c51796b69ebb9172b0c2041f59d6c7279c7e3,33.18,45,55510,0.0025,transfer,success,Tuesday,23,467,EOA,EOA
4954,2023-11-17T21:54:03Z,10000346,0x576444baf02e55e7a01e94dca159ce7bed2de22a,0x9f8ea401be1c343488e12116ac1188d038753abb,84.22,130,37159,0.0048,transfer,success,Friday,21,354,EOA,EOA
4955,2023-10-05T06:48:21Z,10000178,0xf68f3aa4b24d6aa8e3837df6ec12e1a6226427e8,0x615e5a64eaf95271ef02ccdda191f3f28642a1c3,51.85,70,26109,0.0018,transfer,success,Thursday,6,144,EOA,EOA
4956,2023-12-13T07:57:44Z,10000063,0xe2ccda7d034a70caa1e95040e6b0ed64e349ce86,0x27786794921e1631eb1afd0a8dec57e79bf57274,21.81,58,68250,0.004,contract creation,success,Wednesday,7,92,EOA,EOA
4957,2023-06-20T16:02:57Z,10000336,0xae1573c07af9e764da57cbc7237268d2239b4448,0x1a022e529c1be4a5e4394b2742391bd28a4ffe79,20.78,24,27354,0.0007,contract creation,success,Tuesday,16,174,EOA,EOA
4958,2023-02-18T14:49:20Z,10000497,0x4afbbe32593c99e3305a94a681371c8ba407468d,0x5563a84ab5cbdf06188343f3415756d479efe283,75.21,49,41470,0.002,transfer,success,Saturday,14,432,Contract,EOA
4959,2023-10-04T15:45:11Z,10000226,0x21031372295c9eedce873ea382c6b20d0fca0f06,0x90f1eeeab1b887c3292a8a9ac4d27988b473c2ac,28.82,157,60276,0.0095,token transfer,success,Wednesday,15,613,EOA,EOA
4960,2023-12-02T05:02:43Z,10000226,0x4a0c0f8189684f16cdecb6e7389c7789f8a556e7,0x1aa17afc252e04db800a176ac4077537019071d8,85.64,123,97242,0.012,token transfer,failure,Saturday,5,144,EOA,EOA
4961,2023-12-28T01:54:20Z,10000249,0xd6407c78243a4ddcb7106861a8a3a0d78c3b5cbf,0x95990abd69cabc7c13f9ffb35f7dc4028e2738fe,56.85,138,54301,0.0075,transfer,success,Thursday,1,115,EOA,EOA
4962,2023-09-28T22:13:05Z,10000228,0x7a7689fffbe0003e7e94462234236de620a58b72,0x4b0614769acd5886c5001d7b2d82fe75b9c39e88,7.5,20,84664,0.0017,transfer,success,Thursday,22,941,EOA,EOA
4963,2023-09-02T21:03:33Z,10000073,0xf8d6a3418f0b582b612648e7373919f19ef2b571,0x092b062c0150afd9ab7b7c6bbc7a4ee51fcd5067,15.09,49,52656,0.0026,contract creation,success,Saturday,21,853,EOA,EOA
4964,2023-08-27T10:08:12Z,10000485,0xa1e2ae928dde12907a3d456e1221bcdc7a7f931c,0x1b9f6a5a479734f8c2c4ff2a62d48494854b52eb,34.35,71,54907,0.0039,contract creation,success,Sunday,10,573,EOA,EOA
4965,2023-08-28T17:45:02Z,10000011,0x55377e962aeef9cfa231f9f384af69375974a63b,0x91cce2eb0f861f74018857c940cd08b70f982e67,89.77,85,62606,0.0053,token transfer,success,Monday,17,839,EOA,EOA
4966,2023-09-14T19:22:26Z,10000224,0x2e0eaa4fc1491faeed6a5299a3eb3f635b7c7586,0x24899d102e4cff5c988c6bcdaa1842761821b404,95.12,54,48908,0.0026,contract creation,success,Thursday,19,338,EOA,EOA
4967,2023-01-18T11:12:16Z,10000304,0x0f9a1c521236e5f5949c9b9c445eae85c6b6dd8a,0x321d79fe5505dbfb776593db6a6639853854d61a,98.81,195,98914,0.0193,token transfer,success,Wednesday,11,139,Contract,EOA
4968,2023-05-08T00:28:39Z,10000036,0x77eb43d5d799bd81f4f50594da7ec16d5592e32b,0xb4b12b9119f66ef8e0fe4b2c9751d89280d2ffa9,17.9,128,76392,0.0098,contract creation,success,Monday,0,551,Contract,EOA
4969,2023-12-13T01:34:00Z,10000186,0x0dd255d691bb3bd64c6a72d9e2ebac39c679b53b,0x3d151f1474e81c420ff9e3e3e1f641adce4d521a,56.79,142,88566,0.0126,token transfer,success,Wednesday,1,799,EOA,EOA
4970,2023-03-27T19:13:57Z,10000227,0xbb1eaecefbafda8a644fc8a9b64babe66bac6ba6,0x00de4c53ee703df4417bb2bd7f1fae4fe790826f,24.04,29,30397,0.0009,token transfer,success,Monday,19,296,EOA,EOA
4971,2023-03-16T21:23:39Z,10000411,0x1fb7f3df546005b5ddbe07ec09ebb2dfa215debf,0x926b2c4b5e48782d0a3b701412545ea9a7e52ef2,13.26,188,69318,0.013,token transfer,success,Thursday,21,68,EOA,EOA
4972,2023-01-17T04:18:09Z,10000499,0x57608e6ef81af0ae141e169c701bf9a76be49eb5,0xb1291550d91584aa27c6bd0bdc396dd9168bd14c,15.69,80,88809,0.0071,transfer,success,Tuesday,4,397,EOA,EOA
4973,2023-05-16T15:00:42Z,10000056,0x767e5f73815588df352a7a700d3731fe08bc23b0,0x652880f471983aae7c48e9f2d216f5bc20f3016f,29.13,76,24584,0.0019,transfer,failure,Tuesday,15,474,EOA,EOA
4974,2023-11-12T02:06:32Z,10000319,0xd58c1d264c6215eae684336844ac5e887a5a0a49,0x3e1baf2ca50057cc0c40300e8f1d64712fa3fc40,26.31,65,21092,0.0014,token transfer,success,Sunday,2,300,EOA,EOA
4975,2023-07-22T03:53:13Z,10000111,0x8340251e31326bf41c4a1b299445d8a4c4a34477,0xc44387560320cefcedf2f625c156039ceb2737c7,93.22,166,72808,0.0121,token transfer,failure,Saturday,3,152,EOA,EOA
4976,2023-12-05T10:59:35Z,10000436,0x9425d71768329a2cdde5c5c0b8fb355ade042b81,0x6a79c29c9c28ab71bd68aabf1ae361720b411fb8,80.54,176,61214,0.0108,transfer,success,Tuesday,10,292,EOA,EOA
4977,2023-06-11T22:41:51Z,10000164,0xd349580d52afa8261044efe43ae9e7533052c76d,0xc20aada05742f8bf6987a18ae307ff4b6d1bfbe2,53.13,84,25899,0.0022,transfer,success,Sunday,22,882,EOA,EOA
4978,2023-11-14T13:02:22Z,10000082,0xc899be4d2cd3a398796324b3674b3339371f50ad,0x136a4bc23518a4abccfb372c841698a593211a7f,60.59,111,59407,0.0066,token transfer,success,Tuesday,13,174,EOA,EOA
4979,2023-07-11T02:28:10Z,10000313,0xb947b6b44e93e99fe37fdc927539098c95aaf7bb,0x9fe7eeb0245720482f876e9300a8bb228c4c3f0c,64.22,58,64639,0.0037,token transfer,success,Tuesday,2,735,EOA,Contract
4980,2023-01-15T23:32:57Z,10000238,0x7a8f5b5e22f04159e79d49474157c4a45d60221a,0x64080030b5c24d62448b077de7c0c5f4f9cf2a87,50.26,85,76190,0.0065,token transfer,success,Sunday,23,317,EOA,EOA
4981,2023-03-07T23:03:18Z,10000154,0xf0a53937254bd9bb3f1b615c717f3514de234272,0x7bcfbd38797772d9b84381b4f95b02f779e4861d,28.06,107,86271,0.0092,contract creation,success,Tuesday,23,266,EOA,EOA
4982,2023-04-11T15:24:18Z,10000401,0x84ec0be12c5ce97eb49257ce3f7fc8a4c79445cc,0x74661a85d919f40d20e20b613c3fcf79a939664a,35.79,91,52976,0.0048,transfer,success,Tuesday,15,322,EOA,Contract
4983,2023-10-12T10:28:50Z,10000355,0xcfdf51322e8fa935473deaa7f5944ca3f049f3bf,0xbfddab4d316537fb19f6d362db4f5a34abe74867,91.96,62,29026,0.0018,token transfer,success,Thursday,10,330,EOA,EOA
4984,2023-12-11T19:23:48Z,10000152,0x6c7f6114cbc627e540ec3b93764d1ae3ea5b2cdc,0xc156734a75af9d4fdde143d4028472a9486a299d,7.15,187,98062,0.0183,token transfer,success,Monday,19,676,EOA,EOA
4985,2023-06-05T02:18:39Z,10000319,0x0e4f5a85fc91da0c9e6edfdf945f73e9466c3221,0x70781bfb48db2ca90e59123e168d105888fc9f3d,94.89,163,26680,0.0043,contract creation,failure,Monday,2,865,EOA,EOA
4986,2023-03-13T20:25:16Z,10000468,0x18d404181ed9d9ec9044c121871729f484fe6313,0x23220a71795260930d9c1d5c5fe3295e9ce15903,18.55,168,27720,0.0047,contract creation,success,Monday,20,826,EOA,EOA
4987,2023-07-09T13:42:34Z,10000172,0xf335f774207199ed3176894368998716f817e128,0xe37329653dc0f40a82c41f84d0ee848fa32fe2cf,8.15,199,98186,0.0195,contract creation,success,Sunday,13,890,EOA,EOA
4988,2023-10-13T21:50:39Z,10000004,0x3c34a257d2e64d8ec4d0241a4d6fef591be1d03b,0xf75b33e882d2543bee93744a83499e7c0bea8cfc,96.96,28,90988,0.0025,transfer,success,Friday,21,938,Contract,EOA
4989,2023-06-18T16:34:22Z,10000389,0x7b0ff27e2a7a7dbd76200f51d504b3ae5b4b8de2,0xcb2849dd593d87e63c204b8b1b4fe0c02944f6ff,51.51,105,78350,0.0082,contract creation,failure,Sunday,16,845,EOA,EOA
4990,2023-02-18T16:41:37Z,10000046,0x5aaf389b276740a52d891a61de75b7e1677d2593,0x94fe7d0a5f0b92496270227a595fb3395d6966a8,77.31,191,22906,0.0044,transfer,success,Saturday,16,425,EOA,EOA
4991,2023-12-15T13:08:26Z,10000131,0xbfa52821ce14920af99a9f3e3583e9024daf6c22,0xc00232658e3b4d732993f260462620b3986abcb5,46.82,20,57805,0.0012,contract creation,success,Friday,13,535,EOA,EOA
4992,2023-09-29T21:04:42Z,10000023,0x77c96d0d0e729db42a9041f2ad12cb1c6adc08d5,0xfac248662a1e12d8b1faacb423e8509ae1f73439,97.16,109,83132,0.0091,contract creation,success,Friday,21,674,EOA,EOA
4993,2023-07-15T06:46:41Z,10000339,0xc6a962919a2b5f8c20bef66c9eaa74458e8f1c70,0x8476ecb9d935994a193a2991c7b97b5acb01d41b,65.32,139,45755,0.0064,contract creation,success,Saturday,6,229,EOA,EOA
4994,2023-06-15T20:57:47Z,10000199,0x7b15781dcd22099837eebe853e5422a2df1ee31a,0x7953ce1b96cac6574d46b1101e1ea6e639eed63f,34.42,150,24131,0.0036,transfer,failure,Thursday,20,655,EOA,Contract
4995,2023-04-05T04:36:15Z,10000454,0x5a8909086fd7801186fe987f3f475b39362d707b,0x7fc3cc936e87f010c91ff0e9e846cc21feb3edb1,2.52,177,96842,0.0171,token transfer,success,Wednesday,4,850,EOA,EOA
4996,2023-11-30T16:44:04Z,10000335,0xc5b6770a1c01ca2ec96689b085d09e390c8446eb,0x5fa348ae3f1a7d31fce201b4e28a3fbbb2376c0b,97.66,150,62906,0.0094,contract creation,success,Thursday,16,872,Contract,EOA
4997,2023-12-19T01:04:12Z,10000106,0xa1707bf0828a39ee79d47c9b8975dbb903702601,0x34c640d022c15dc4368402d0d20eb6e52fabe517,8.77,52,71056,0.0037,transfer,success,Tuesday,1,761,Contract,Contract
4998,2023-09-13T18:02:32Z,10000148,0xa848fcb9ae3628bc7a92db0c415440878f8be5a1,0x131e8238a62f88090aa4fca513397420a1b87b58,44.49,105,92119,0.0097,contract creation,success,Wednesday,18,431,EOA,Contract
4999,2023-06-11T01:36:06Z,10000495,0x3aede0512df6402cbb228a5d88964088ccf8ef67,0xb5558004b21b6add6992c6f1c101e680ca3eeb8f,12.81,58,44980,0.0026,transfer,success,Sunday,1,474,EOA,EOA
5000,2023-04-25T05:24:07Z,10000078,0xbbae9da2877d5ccc4d583677fc9479021d7cd8a5,0x6348af18d22c621d823ea1aef9a972cfdc7b444a,2.28,200,84427,0.0169,contract creation,success,Tuesday,5,821,EOA,EOA
5001,2023-05-23T17:18:54Z,10000066,0x367deb3dba43f9476c59c2fb061dcde951ad6ecd,0xedeb5b4b897e3bf46cf9043dae923f06e63d4799,91.09,78,82992,0.0065,contract creation,success,Tuesday,17,787,EOA,EOA
5002,2023-05-28T18:14:31Z,10000449,0xb49b5fa0d3b5d9a750d61c61e2d5fbca34e7f2db,0xd6bd9b1056c0355143ecc2975f18ac2dab7b464d,37.05,57,65111,0.0037,transfer,success,Sunday,18,962,EOA,EOA
5003,2023-08-11T01:51:15Z,10000152,0xfa5076894361ace8ef79328bb11d7c7d13c8ed49,0x18a8581fb49b982266be87e9e8afab73fae6e7fd,96.96,174,54705,0.0095,transfer,success,Friday,1,572,Contract,EOA
5004,2023-06-05T23:21:25Z,10000231,0x977bda9a329fba256255f94401b543c2d44e7b43,0xba153639e4b755d1851c75494ed619cec8fbf440,60.9,41,82036,0.0034,contract creation,success,Monday,23,369,EOA,EOA
5005,2023-10-06T16:46:47Z,10000068,0x4b2b89e348510aba55106be3d8b30bf21ee1a371,0x8c9dc7b0e4e83ef556f872d8bca7d68447d591c8,12.14,74,33731,0.0025,token transfer,success,Friday,16,381,EOA,EOA
5006,2023-04-25T13:44:43Z,10000133,0xdb2466feb34f2becdf396bd4c5b9e1b1b0c1d9ef,0x276c88c209725769d4daa902ab64a51ead596934,98.63,29,79776,0.0023,contract creation,success,Tuesday,13,793,EOA,EOA
5007,2023-02-14T16:38:46Z,10000308,0xee4ad9ef0e7e2412603dea047f8033c1a4ac9b12,0xe40695bd785c6d88da46e844a16b0e4d3f03dec5,39.05,169,65897,0.0111,transfer,success,Tuesday,16,631,EOA,EOA
5008,2023-11-12T00:29:30Z,10000441,0x5b31ea7059de19bcd8191841b94eded204d5e39c,0xa0f20151511af84461a517de51fe97192382de0b,75.93,165,68177,0.0112,token transfer,success,Sunday,0,224,EOA,Contract
5009,2023-11-13T00:32:10Z,10000218,0xd46e83ab230dc8e03364d66351cd214be6aa56e8,0x3f2286cecf9b93bd1fb72c65d411df22d0492135,13.11,95,72031,0.0068,contract creation,success,Monday,0,428,EOA,Contract
5010,2023-10-27T22:10:20Z,10000192,0xe5d180ba21207fecfc5683972b0bba33e798e9d5,0x21866c7adf8f75495a327760ca003ec09dc749f9,9.27,127,26098,0.0033,transfer,success,Friday,22,299,EOA,EOA
5011,2023-12-01T01:27:51Z,10000463,0x096e7cf6a71a4006e9fa653358ae31cfbbe877d6,0xceb238ccf67fe491fa39d8830b8dfafbfcd9e0c7,58.28,179,43992,0.0079,token transfer,success,Friday,1,903,EOA,EOA
5012,2023-08-12T10:20:52Z,10000432,0xb6356e4c4af0b2ec93f1ec6a4b78e73e685edf8f,0x4bb25890ed44729e7a91a71e04c19c1ffbefd1df,95.78,110,31204,0.0034,token transfer,success,Saturday,10,977,EOA,EOA
5013,2023-07-15T16:03:03Z,10000060,0x57862fdfb491a2c9bb663e890ca81f33fdee2deb,0x2b2b77d241bbacb9760ae05445ccdee79d2c3e55,20.65,89,91997,0.0082,transfer,success,Saturday,16,60,EOA,EOA
5014,2023-08-18T09:03:53Z,10000125,0xf19b8329ff744637402e536a7e6f2cddfc9d58ca,0xed9810e3e79de88ee4ec959ba6ec40cc29ecf3db,96.41,182,36589,0.0067,transfer,success,Friday,9,707,EOA,Contract
5015,2023-11-06T18:46:21Z,10000386,0xda336160e46a711761feed687d13df622cae5ca1,0x52021902a794802255bd1bcb61ec5ee1653467db,24.06,100,93238,0.0093,transfer,success,Monday,18,933,EOA,EOA
5016,2023-06-14T11:30:14Z,10000450,0x514c8825c5fa8a9cf4d059f7349d8d11ec889517,0x288d315696571571acd271df7c6044a394fd2565,33.65,188,97333,0.0183,contract creation,success,Wednesday,11,697,EOA,EOA
5017,2023-04-10T02:30:37Z,10000036,0x0c5f3817b7833ad1a793b82abef78dd916488b43,0x654bdc5303981e31b501ba6f85a4b8d38252539c,27.18,106,46639,0.0049,contract creation,success,Monday,2,600,EOA,EOA
5018,2023-07-08T02:16:11Z,10000074,0x9d8b3432abbbb7557e0e5003d8d4dfee81615fff,0xe0b6d5a68fd8b20765e4f6eee33f08d8b43dc0da,20.87,122,71382,0.0087,transfer,success,Saturday,2,916,EOA,Contract
5019,2023-08-10T16:02:21Z,10000391,0x851c5350b70320ee7a0a0fdaea5c2591fd145176,0x1ce0971c76ae2a9a3f58dc25cbc8288a42aa8bb4,57.31,73,59559,0.0043,contract creation,success,Thursday,16,517,EOA,EOA
5020,2023-06-22T16:37:09Z,10000285,0x9cc46e65f70f7bc56ec3a54c93523dd1a841a45d,0x460fcb3c690a6ca3368a8f81f87a79f51323141a,74.73,169,89501,0.0151,contract creation,success,Thursday,16,417,EOA,EOA
5021,2023-03-31T08:42:48Z,10000144,0x4bcb24c034e061372992b33f4a54dc98753c9013,0xe76e3c964c40c050f6295ffe08e513cde25f266c,33.92,118,74788,0.0088,contract creation,success,Friday,8,157,EOA,EOA
5022,2023-05-01T20:42:33Z,10000371,0x3c9ba8b0c7a31f81d4d9ba3c28e22f801034e89e,0xe5b02baf2c15b48e731be18cc284117420083311,87.45,27,24202,0.0007,transfer,success,Monday,20,414,EOA,EOA
5023,2023-11-16T20:09:04Z,10000418,0x8212dd74c0ffaa8c19e01ecc625196ba26dabae6,0x48e894c55855b38a4a34bf544d1f1692a070e5bb,96.18,78,29898,0.0023,token transfer,success,Thursday,20,690,EOA,EOA
5024,2023-01-03T09:05:05Z,10000328,0x4d7972ec021ac5b3a7493aaad40bf72bf0732da1,0x887a91a50ace51882991f8c1fa3d174f10350f22,51.95,133,47816,0.0064,contract creation,success,Tuesday,9,693,EOA,EOA
5025,2023-12-29T18:31:15Z,10000165,0x53565effdc7c5328b5c76749f3ff54af3fca9d42,0x4dab1410996fdbc4fbaa2873eda344d6a7bf55e9,41.65,176,67922,0.012,transfer,success,Friday,18,282,EOA,EOA
5026,2023-09-05T03:55:29Z,10000172,0x9cd1029cde6238637c4979d5d70047b43216fa84,0x3da76cf538e41f5fa48495f9a56072fcc4a84976,58.92,123,79411,0.0098,token transfer,success,Tuesday,3,249,EOA,EOA
5027,2023-01-29T00:19:26Z,10000405,0x07430396f6528a516bd213c5ae6a8726bcf8cb60,0xed4318f566a5654cc85cd97e4b32cbc0eda3d06e,80.29,82,41184,0.0034,token transfer,failure,Sunday,0,801,EOA,EOA
5028,2023-10-30T14:35:45Z,10000271,0x40ee4c074f7166e9a6efec9033b2c5c93ab96d12,0x253938ad55b53d7a36766dc328b6e720f4d7c265,48.59,25,41635,0.001,contract creation,success,Monday,14,998,EOA,EOA
5029,2023-03-24T02:29:05Z,10000068,0x6c97c7045fcd46be701a0702a0ee505827d42821,0x27291f1fa4252f2627e892aaa6fd3d43bb22cd44,13.34,63,73854,0.0047,contract creation,success,Friday,2,68,EOA,EOA
5030,2023-12-07T00:56:56Z,10000282,0xaaf8fc0f8404eee7669a848f3a9bcacd052b913a,0x5bcefdfa206adfd0dad233078a49681504e5246b,47.07,191,73085,0.014,token transfer,success,Thursday,0,200,EOA,EOA
5031,2023-12-25T07:10:22Z,10000195,0x1f4ca6c8b5915a12ce59f5b6b8395326e8dcd328,0xdcd53ed359e0cd2d0f5a633d5af2f7b0f9347d8f,44.67,112,62346,0.007,contract creation,success,Monday,7,815,EOA,Contract
5032,2023-01-27T23:08:02Z,10000355,0x3133becc7049e0ab098c6f3d12d205104a9883e8,0xd7fe38fa964c4ba8e835c78c7f261cedfc0b5f48,99.57,167,38023,0.0063,transfer,success,Friday,23,591,EOA,EOA
5033,2023-09-13T22:14:03Z,10000047,0x33ce34b2ad589e9bd7cb896c2875846078b71613,0x6aecf14af8559ab73e745087c12e1c3acd728b72,98.28,142,81876,0.0116,token transfer,success,Wednesday,22,272,EOA,EOA
5034,2023-10-11T02:31:33Z,10000218,0xbea5f624da0d64edb1449887ec83a3b9fe2aa1d2,0xf9bb8b800dcec37be876f0109578a5f53ff5d309,13.87,101,97872,0.0099,transfer,success,Wednesday,2,20,EOA,Contract
5035,2023-03-31T14:05:53Z,10000414,0xc66701a52bc0887f56521dcceebe2a24c66a5e78,0xef6430e12d9ae8805e46cd7cbd7598188eb731c9,73.09,51,97085,0.005,transfer,success,Friday,14,39,EOA,EOA
5036,2023-09-02T21:01:14Z,10000365,0xdad5e7549bb9971874558376abeb28165787ac76,0xe28329982f4de5655759947cba7c56a1284b3d50,18.52,35,37281,0.0013,transfer,success,Saturday,21,873,EOA,EOA
